Investigator,Maddy,Time (s),Electrode,Amplitude (mV)
,,00113.002640,A6_42,0.021
,,00113.003040,A6_43,0.04
,,00113.003200,A6_11,0.026
,,00113.003680,A6_12,0.028
,,00113.004480,A6_31,0.027
,,00113.004880,A6_21,0.114
,,00113.004880,A6_42,0.026
,,00113.005040,A6_32,0.018
,,00113.005840,A6_11,0.031
,,00113.006080,A6_22,0.056
,,00113.006480,A6_12,0.019
,,00113.006720,A6_31,0.022
,,00113.007440,A6_21,0.097
,,00113.008240,A6_42,0.033
,,00113.008480,A6_11,0.028
,,00113.008640,A6_22,0.031
,,00113.008800,A6_12,0.024
,,00113.009120,A6_31,0.016
,,00113.010160,A6_21,0.074
,,00113.011040,A6_12,0.017
,,00113.011200,A6_22,0.04
,,00113.012240,A6_11,0.04
,,00113.012720,A6_32,0.011
,,00113.012720,A6_43,0.014
,,00113.012800,A6_31,0.013
,,00113.012880,A6_21,0.082
,,00113.013520,A6_22,0.035
,,00113.013840,A6_12,0.019
,,00113.014160,A6_44,0.02
,,00113.014320,A6_42,0.019
,,00113.015280,A6_21,0.093
,,00113.016080,A6_11,0.021
,,00113.016320,A6_22,0.042
,,00113.017040,A6_43,0.024
,,00113.017680,A6_21,0.048
,,00113.017840,A6_42,0.015
,,00113.018480,A6_11,0.021
,,00113.018560,A6_32,0.017
,,00113.019200,D1_31,0.019
,,00113.019280,A6_12,0.02
,,00113.019280,A6_22,0.076
,,00113.019920,A6_21,0.043
,,00113.020560,A6_42,0.016
,,00113.021360,A6_11,0.033
,,00113.022400,A6_21,0.052
,,00113.022400,A6_22,0.069
,,00113.023440,A6_12,0.014
,,00113.023680,B1_44,0.021
,,00113.024240,A6_11,0.042
,,00113.024400,B1_33,0.029
,,00113.024880,B1_34,0.011
,,00113.025200,A6_22,0.228
,,00113.025440,A6_21,0.077
,,00113.026480,A6_12,0.016
,,00113.026640,B1_33,0.126
,,00113.027120,A6_11,0.035
,,00113.027440,A6_42,0.036
,,00113.027680,A6_21,0.141
,,00113.027920,A6_22,0.048
,,00113.029040,A6_32,0.012
,,00113.029360,A6_12,0.017
,,00113.029600,B1_33,0.02
,,00113.030160,A6_11,0.04
,,00113.030320,A6_42,0.012
,,00113.031040,A6_21,0.104
,,00113.031600,A6_12,0.043
,,00113.032160,B1_33,0.017
,,00113.032960,A6_11,0.053
,,00113.033280,A6_22,0.096
,,00113.033680,A6_21,0.13
,,00113.034160,A6_12,0.043
,,00113.034480,A6_42,0.04
,,00113.034720,A6_32,0.023
,,00113.034880,A6_31,0.021
,,00113.035120,A6_43,0.047
,,00113.035440,A6_11,0.056
,,00113.035760,A6_22,0.256
,,00113.036480,A6_21,0.096
,,00113.036880,A6_12,0.014
,,00113.037120,A6_42,0.012
,,00113.037520,A6_43,0.012
,,00113.037600,A6_32,0.012
,,00113.037680,A6_11,0.044
,,00113.038000,A6_31,0.021
,,00113.038640,A6_22,0.174
,,00113.039280,A6_21,0.052
,,00113.039600,A6_12,0.014
,,00113.039920,A6_11,0.018
,,00113.040880,A6_22,0.109
,,00113.041520,A6_21,0.083
,,00113.042080,A6_12,0.031
,,00113.042320,A6_11,0.025
,,00113.043120,A6_42,0.017
,,00113.043440,A6_22,0.144
,,00113.044160,A6_32,0.016
,,00113.044560,A6_12,0.021
,,00113.044560,A6_21,0.055
,,00113.044640,A6_11,0.018
,,00113.045520,A6_31,0.014
,,00113.046160,A6_42,0.015
,,00113.046320,A6_43,0.056
,,00113.046480,A6_22,0.223
,,00113.046800,A6_21,0.048
,,00113.047440,A6_12,0.017
,,00113.048000,A6_11,0.014
,,00113.048400,A6_42,0.007
,,00113.048720,A6_22,0.035
,,00113.048800,A6_43,0.009
,,00113.049120,A6_32,0.018
,,00113.049760,A6_21,0.033
,,00113.050320,A6_11,0.011
,,00113.051200,A6_22,0.031
,,00113.053040,A6_21,0.018
,,00113.053520,A6_22,0.039
,,00113.053920,A6_11,0.021
,,00113.055600,A6_21,0.03
,,00113.056480,A6_22,0.022
,,00113.060240,A6_22,0.017
,,00113.060960,A6_21,0.022
,,00113.072000,B6_14,0.37
,,00113.074240,B6_14,0.086
,,00113.076480,B6_14,0.015
,,00113.081120,B6_14,0.035
,,00113.101600,B6_43,0.024
,,00113.105040,B6_33,0.035
,,00113.107520,B6_33,0.104
,,00113.110160,B6_33,0.023
,,00113.111520,B6_44,0.055
,,00113.114480,B6_44,0.129
,,00113.121680,B6_44,0.08
,,00113.124000,B6_44,0.111
,,00113.142320,D3_21,0.013
,,00113.148560,D3_23,0.011
,,00113.172800,C2_11,0.128
,,00113.190640,B6_14,0.033
,,00113.206800,B1_33,0.019
,,00113.227600,B6_14,0.034
,,00113.282240,D3_32,0.019
,,00113.286320,D3_32,0.014
,,00113.311120,D4_14,0.014
,,00113.312880,D1_33,0.02
,,00113.347120,B6_14,0.364
,,00113.349360,B6_14,0.1
,,00113.355920,B6_14,0.032
,,00113.371920,B6_33,0.093
,,00113.374720,B6_34,0.265
,,00113.376720,B6_33,0.024
,,00113.378000,B6_34,0.022
,,00113.379360,B6_43,0.025
,,00113.382320,B6_34,0.018
,,00113.385840,B6_33,0.094
,,00113.390800,B6_33,0.022
,,00113.422400,B6_44,0.019
,,00113.445440,B6_14,0.03
,,00113.491440,D1_21,0.349
,,00113.492400,D1_31,0.049
,,00113.494400,D1_21,0.027
,,00113.495840,D1_24,0.019
,,00113.496080,D1_22,0.013
,,00113.498320,D1_24,0.018
,,00113.498640,D1_31,0.017
,,00113.499520,D1_21,0.011
,,00113.504320,A2_21,0.015
,,00113.506720,A2_33,0.027
,,00113.528080,B6_43,0.026
,,00113.530320,C2_11,0.126
,,00113.533920,C2_11,0.011
,,00113.534880,B6_33,0.029
,,00113.543280,A2_33,0.025
,,00113.544240,A2_43,0.025
,,00113.544480,A2_44,0.055
,,00113.545120,A2_34,0.06
,,00113.545760,A2_33,0.027
,,00113.546640,A2_21,0.023
,,00113.547440,A2_43,0.013
,,00113.547520,A2_34,0.097
,,00113.548240,A2_33,0.021
,,00113.548560,A2_42,0.013
,,00113.548880,A2_11,0.018
,,00113.549280,A2_21,0.053
,,00113.549440,A2_32,0.028
,,00113.550560,A2_34,0.035
,,00113.551200,A2_42,0.013
,,00113.551280,A2_33,0.032
,,00113.551760,A2_21,0.033
,,00113.552320,A2_11,0.036
,,00113.552480,A2_44,0.013
,,00113.552800,A2_14,0.026
,,00113.552880,A2_34,0.014
,,00113.554240,A2_33,0.03
,,00113.554560,A2_11,0.019
,,00113.554800,A2_32,0.019
,,00113.554800,B6_14,0.027
,,00113.555360,A2_14,0.056
,,00113.555760,A2_24,0.021
,,00113.556720,A2_13,0.034
,,00113.557120,A2_33,0.016
,,00113.557920,A2_14,0.017
,,00113.558480,A2_34,0.015
,,00113.560320,B6_44,0.076
,,00113.560400,A2_33,0.014
,,00113.561440,A2_24,0.011
,,00113.562720,B6_44,0.01
,,00113.564240,A2_21,0.022
,,00113.566480,B6_44,0.035
,,00113.572960,A2_34,0.018
,,00113.577680,B6_44,0.036
,,00113.587680,B6_44,0.025
,,00113.629680,B6_14,0.084
,,00113.633280,B6_14,0.014
,,00113.640880,A2_34,0.019
,,00113.666240,B4_43,0.028
,,00113.666400,B4_34,0.014
,,00113.669280,B4_21,0.014
,,00113.670000,B4_43,0.006
,,00113.672640,B6_14,0.017
,,00113.681520,B4_43,0.018
,,00113.702640,B6_14,0.034
,,00113.706160,D3_32,0.02
,,00113.710000,D3_32,0.012
,,00113.758640,B6_43,0.023
,,00113.762480,B6_33,0.034
,,00113.769200,B6_33,0.107
,,00113.776080,B6_33,0.026
,,00113.781600,B6_14,0.383
,,00113.783920,B6_14,0.08
,,00113.786320,B6_14,0.046
,,00113.800720,D1_24,0.014
,,00113.882560,C2_11,0.129
,,00113.916960,B6_43,0.024
,,00113.922240,B6_33,0.031
,,00113.971920,B6_44,0.027
,,00113.996400,A6_22,0.032
,,00114.005040,B6_44,0.023
,,00114.040720,C2_14,0.033
,,00114.068320,B6_14,0.035
,,00114.090240,C2_14,0.032
,,00114.100560,B6_33,0.09
,,00114.103360,B6_34,0.207
,,00114.104560,B6_33,0.013
,,00114.107520,B6_34,0.028
,,00114.122880,B6_14,0.365
,,00114.125200,B6_14,0.089
,,00114.127440,B6_14,0.015
,,00114.128720,B6_43,0.022
,,00114.136800,B6_33,0.02
,,00114.140160,B6_14,0.033
,,00114.160480,B6_33,0.032
,,00114.161520,D3_21,0.059
,,00114.164080,D3_21,0.033
,,00114.168560,D3_21,0.015
,,00114.186320,B6_14,0.029
,,00114.190640,C2_11,0.122
,,00114.200160,B6_14,0.035
,,00114.205040,A6_22,0.03
,,00114.210800,B6_14,0.026
,,00114.214320,B6_14,0.028
,,00114.218240,B6_14,0.033
,,00114.243680,B1_33,0.017
,,00114.259520,D1_33,0.056
,,00114.262080,D1_42,0.184
,,00114.262160,D1_34,0.031
,,00114.262240,D1_33,0.047
,,00114.262320,D1_24,0.28
,,00114.264480,D1_33,0.047
,,00114.265600,D1_42,0.078
,,00114.266000,D1_24,0.26
,,00114.266160,D1_34,0.013
,,00114.266880,D1_33,0.013
,,00114.268320,D1_24,0.087
,,00114.269280,D1_42,0.015
,,00114.271040,D1_31,0.024
,,00114.271200,D1_24,0.083
,,00114.272800,D1_42,0.012
,,00114.279360,D1_24,0.014
,,00114.286640,D1_24,0.013
,,00114.289120,D1_24,0.029
,,00114.295600,D1_24,0.046
,,00114.340240,B6_43,0.021
,,00114.344800,B6_33,0.028
,,00114.348960,B6_44,0.033
,,00114.350240,B6_33,0.115
,,00114.358000,B6_33,0.02
,,00114.400800,A6_22,0.035
,,00114.424400,B6_14,0.033
,,00114.430400,B6_44,0.078
,,00114.432960,B6_44,0.015
,,00114.435520,B6_44,0.019
,,00114.489600,B6_14,0.09
,,00114.492080,B6_14,0.017
,,00114.528320,B6_14,0.027
,,00114.533200,B6_34,0.165
,,00114.535440,B6_34,0.019
,,00114.539920,B1_33,0.018
,,00114.551840,C2_11,0.13
,,00114.616480,A6_22,0.034
,,00114.620160,B5_13,0.024
,,00114.632080,B6_33,0.092
,,00114.634800,B6_34,0.103
,,00114.636320,B6_33,0.012
,,00114.638400,B6_34,0.043
,,00114.638960,B6_33,0.02
,,00114.642320,B6_34,0.024
,,00114.642720,B6_44,0.02
,,00114.644080,B6_33,0.105
,,00114.644560,B6_34,0.038
,,00114.648160,B6_33,0.011
,,00114.688160,B6_14,0.37
,,00114.690560,B6_14,0.09
,,00114.694240,B6_14,0.035
,,00114.714320,B6_14,0.033
,,00114.770960,D1_21,0.012
,,00114.795200,B6_43,0.025
,,00114.798720,B6_33,0.029
,,00114.807760,B6_44,0.028
,,00114.808960,B6_33,0.019
,,00114.815760,C4_11,0.019
,,00114.885840,B6_14,0.029
,,00114.889440,A6_22,0.035
,,00114.891120,B6_14,0.027
,,00114.913200,B6_33,0.016
,,00114.914400,C2_11,0.121
,,00114.925600,B3_14,0.02
,,00114.932080,B6_44,0.074
,,00114.936000,B6_44,0.024
,,00114.937840,B3_14,0.017
,,00114.940080,B3_14,0.037
,,00114.944240,B3_14,0.012
,,00114.986720,B6_14,0.364
,,00114.989040,B6_14,0.087
,,00114.994080,B6_33,0.015
,,00114.998240,B6_14,0.027
,,00115.004240,B6_14,0.033
,,00115.015200,D3_32,0.011
,,00115.016800,D3_21,0.014
,,00115.037680,B4_43,0.018
,,00115.041680,B4_43,0.018
,,00115.120800,B6_33,0.032
,,00115.120880,B6_43,0.025
,,00115.122960,C3_21,0.016
,,00115.131440,C3_24,0.062
,,00115.134800,C3_24,0.057
,,00115.136240,B6_33,0.11
,,00115.137760,C3_24,0.03
,,00115.138800,B6_33,0.027
,,00115.140560,C3_24,0.032
,,00115.142800,C3_24,0.034
,,00115.144800,C3_21,0.011
,,00115.145200,C3_24,0.072
,,00115.147520,C3_24,0.031
,,00115.150080,C3_24,0.028
,,00115.153440,C3_24,0.025
,,00115.155760,C3_24,0.103
,,00115.158240,C3_24,0.065
,,00115.160960,C3_24,0.033
,,00115.163680,C3_21,0.015
,,00115.163760,C3_24,0.027
,,00115.164400,A6_22,0.031
,,00115.165840,B6_14,0.034
,,00115.166400,C3_24,0.075
,,00115.168160,B6_14,0.042
,,00115.169440,C3_24,0.05
,,00115.171520,B6_34,0.173
,,00115.173440,C3_24,0.047
,,00115.175760,C3_24,0.02
,,00115.178000,C3_24,0.02
,,00115.185440,D1_21,0.352
,,00115.186000,D1_31,0.047
,,00115.186720,C3_24,0.044
,,00115.188080,D1_21,0.042
,,00115.189280,D1_22,0.014
,,00115.189520,D1_24,0.021
,,00115.191120,D1_21,0.014
,,00115.202320,C3_24,0.02
,,00115.205360,C3_24,0.022
,,00115.207680,D1_33,0.02
,,00115.208400,B6_44,0.024
,,00115.217440,C3_24,0.016
,,00115.220320,C3_24,0.023
,,00115.226720,C3_24,0.02
,,00115.229680,C3_24,0.019
,,00115.245840,C3_24,0.02
,,00115.260720,C3_24,0.015
,,00115.266480,C3_24,0.016
,,00115.273920,C2_11,0.124
,,00115.290000,C3_24,0.019
,,00115.300960,C3_24,0.018
,,00115.310880,B6_43,0.024
,,00115.313760,C3_24,0.018
,,00115.315440,B6_33,0.032
,,00115.322880,B6_14,0.379
,,00115.325200,B6_14,0.078
,,00115.331280,B6_44,0.043
,,00115.331760,C3_24,0.014
,,00115.331840,B6_14,0.033
,,00115.339120,C3_24,0.022
,,00115.350320,C3_24,0.027
,,00115.353920,C3_24,0.015
,,00115.358000,B6_14,0.034
,,00115.358560,B6_44,0.068
,,00115.361040,B6_44,0.011
,,00115.363600,B6_44,0.022
,,00115.419200,B1_33,0.02
,,00115.421760,B1_33,0.044
,,00115.425120,B1_33,0.01
,,00115.427760,B1_32,0.018
,,00115.428720,B1_33,0.027
,,00115.430720,B1_32,0.018
,,00115.435040,B1_33,0.026
,,00115.437520,B1_33,0.025
,,00115.452000,B6_14,0.03
,,00115.500080,A6_22,0.03
,,00115.500960,B6_33,0.037
,,00115.503840,B6_34,0.294
,,00115.506080,B6_33,0.012
,,00115.506720,B6_34,0.072
,,00115.511120,B6_34,0.363
,,00115.511680,B6_33,0.031
,,00115.514000,B6_33,0.108
,,00115.517840,B6_34,0.207
,,00115.518480,B6_33,0.012
,,00115.520640,B6_34,0.02
,,00115.523040,B6_34,0.108
,,00115.526480,B6_33,0.014
,,00115.526880,B6_34,0.017
,,00115.584400,B6_14,0.095
,,00115.584480,A2_13,0.013
,,00115.587440,B6_14,0.017
,,00115.590080,B6_14,0.031
,,00115.638160,B6_14,0.028
,,00115.638480,B6_43,0.023
,,00115.642640,B6_33,0.033
,,00115.643200,B6_44,0.014
,,00115.647200,B6_33,0.105
,,00115.667840,C2_11,0.128
,,00115.725920,D1_33,0.011
,,00115.767440,B6_14,0.03
,,00115.768000,B6_33,0.016
,,00115.783120,A6_22,0.029
,,00115.840960,B6_43,0.023
,,00115.846960,B6_33,0.027
,,00115.850880,B6_33,0.019
,,00115.867440,B6_14,0.37
,,00115.869680,B6_14,0.071
,,00115.872240,B6_14,0.041
,,00115.895120,D3_32,0.019
,,00115.936320,B6_14,0.031
,,00115.997600,A5_14,0.023
,,00116.003680,A5_14,0.017
,,00116.004880,B6_43,0.02
,,00116.009440,B6_33,0.031
,,00116.009600,C2_11,0.125
,,00116.012640,C2_11,0.012
,,00116.015440,A5_14,0.019
,,00116.018720,A5_14,0.016
,,00116.023520,B6_44,0.076
,,00116.026240,B6_44,0.013
,,00116.027680,D6_44,0.016
,,00116.034000,B6_33,0.103
,,00116.073040,B6_14,0.365
,,00116.075920,A2_33,0.015
,,00116.076880,B6_14,0.024
,,00116.077600,A2_44,0.04
,,00116.077680,A2_43,0.028
,,00116.078320,A2_34,0.065
,,00116.078480,A2_33,0.045
,,00116.079520,B6_14,0.013
,,00116.079920,A2_21,0.02
,,00116.080400,A2_43,0.018
,,00116.081200,A2_34,0.032
,,00116.081360,A2_33,0.021
,,00116.081840,A2_32,0.028
,,00116.081920,A2_42,0.018
,,00116.082240,A2_11,0.015
,,00116.082960,A2_21,0.057
,,00116.083680,A2_24,0.019
,,00116.084000,A2_14,0.013
,,00116.084000,A2_34,0.018
,,00116.084320,A2_33,0.02
,,00116.084720,A2_32,0.022
,,00116.085360,A2_21,0.037
,,00116.085840,A2_11,0.042
,,00116.086320,A2_34,0.02
,,00116.086400,A2_44,0.013
,,00116.087440,A2_33,0.022
,,00116.087520,A2_14,0.032
,,00116.088000,A2_21,0.015
,,00116.088400,A2_13,0.02
,,00116.090000,A2_32,0.015
,,00116.090480,A2_14,0.021
,,00116.092080,A2_24,0.02
,,00116.092160,A2_13,0.012
,,00116.093120,A2_33,0.018
,,00116.093600,D3_21,0.019
,,00116.095920,D3_32,0.01
,,00116.097600,A2_33,0.01
,,00116.104160,A2_34,0.02
,,00116.133680,B6_14,0.032
,,00116.151760,A2_34,0.018
,,00116.157440,B6_14,0.036
,,00116.172080,B6_14,0.026
,,00116.225360,C2_14,0.029
,,00116.226400,B6_33,0.032
,,00116.226880,C2_12,0.013
,,00116.229840,C2_34,0.052
,,00116.230000,B4_43,0.057
,,00116.237120,C2_14,0.032
,,00116.240080,C2_11,0.126
,,00116.242320,C2_11,0.006
,,00116.242480,C2_14,0.029
,,00116.246240,C2_14,0.034
,,00116.258720,C2_14,0.029
,,00116.261680,C2_12,0.021
,,00116.262560,C2_34,0.099
,,00116.263680,C2_11,0.028
,,00116.267680,C2_14,0.032
,,00116.273280,A6_22,0.031
,,00116.274160,C2_14,0.026
,,00116.275200,B6_33,0.02
,,00116.275520,C2_12,0.019
,,00116.278400,B6_33,0.031
,,00116.300000,B5_13,0.024
,,00116.327600,D4_14,0.108
,,00116.330880,B6_14,0.368
,,00116.331680,D4_14,0.079
,,00116.333280,B6_14,0.083
,,00116.334560,D4_14,0.022
,,00116.342480,B6_14,0.02
,,00116.373520,B6_44,0.027
,,00116.374160,D1_21,0.352
,,00116.374240,D1_31,0.069
,,00116.376720,D1_21,0.018
,,00116.412320,B6_33,0.121
,,00116.415520,B6_34,0.089
,,00116.417840,B6_33,0.036
,,00116.419600,B6_34,0.229
,,00116.422880,B6_34,0.02
,,00116.430560,B6_33,0.019
,,00116.438160,B6_14,0.032
,,00116.480000,B1_33,0.02
,,00116.486560,B1_33,0.02
,,00116.488880,B1_33,0.018
,,00116.507040,B4_43,0.023
,,00116.507120,B4_34,0.046
,,00116.508480,B4_21,0.015
,,00116.509200,B4_44,0.017
,,00116.509360,B4_43,0.047
,,00116.510080,B4_33,0.035
,,00116.511120,B4_24,0.09
,,00116.512080,B4_43,0.027
,,00116.512240,B4_34,0.034
,,00116.512640,B4_33,0.024
,,00116.512880,B4_42,0.019
,,00116.513520,B4_24,0.04
,,00116.514720,B4_43,0.044
,,00116.514960,B4_44,0.013
,,00116.516560,B4_33,0.022
,,00116.517120,B4_43,0.019
,,00116.517840,B4_24,0.018
,,00116.519600,B4_43,0.027
,,00116.549920,B6_14,0.031
,,00116.563520,B6_14,0.03
,,00116.601040,B6_14,0.354
,,00116.603360,B6_14,0.079
,,00116.607200,B6_14,0.039
,,00116.617120,B6_43,0.025
,,00116.622000,B6_33,0.117
,,00116.626720,D1_24,0.013
,,00116.628960,B6_33,0.017
,,00116.639920,A2_11,0.014
,,00116.667760,B6_14,0.095
,,00116.670080,B6_14,0.01
,,00116.703360,B5_13,0.019
,,00116.730000,B6_14,0.034
,,00116.740960,B6_44,0.025
,,00116.788000,B6_43,0.024
,,00116.791360,B6_33,0.033
,,00116.830240,D4_14,0.112
,,00116.832560,B6_33,0.115
,,00116.834640,D4_14,0.076
,,00116.837840,D4_14,0.017
,,00116.847360,B6_14,0.026
,,00116.859840,B6_33,0.029
,,00116.860640,C2_11,0.124
,,00116.862960,C2_11,0.009
,,00116.906960,B6_44,0.081
,,00116.909200,B6_44,0.009
,,00116.912160,B6_44,0.032
,,00116.925680,B6_14,0.362
,,00116.927920,B6_14,0.089
,,00116.930320,B6_14,0.015
,,00116.934160,B6_14,0.035
,,00116.969440,D3_32,0.013
,,00116.995760,D1_33,0.051
,,00116.997360,D1_24,0.04
,,00116.998000,D1_33,0.064
,,00116.998400,B6_14,0.027
,,00116.998400,D1_34,0.03
,,00116.998400,D1_42,0.24
,,00117.001360,D1_33,0.027
,,00117.001760,D1_42,0.06
,,00117.002720,D1_24,0.224
,,00117.003200,D1_34,0.015
,,00117.005440,D1_24,0.069
,,00117.008000,D1_24,0.021
,,00117.079440,B6_43,0.021
,,00117.083040,B6_33,0.09
,,00117.086160,B6_33,0.022
,,00117.095840,B6_33,0.017
,,00117.134000,D4_14,0.11
,,00117.136400,D4_14,0.01
,,00117.139120,D4_14,0.076
,,00117.140480,B6_14,0.036
,,00117.160560,B6_14,0.034
,,00117.161840,D1_21,0.346
,,00117.162160,D1_31,0.062
,,00117.164480,D1_21,0.015
,,00117.235680,A2_11,0.015
,,00117.252400,D3_21,0.014
,,00117.256160,D3_32,0.014
,,00117.256880,D3_33,0.013
,,00117.257840,B6_43,0.024
,,00117.262640,B6_33,0.029
,,00117.265040,B6_33,0.028
,,00117.269280,B6_33,0.051
,,00117.274000,B6_33,0.154
,,00117.276720,B6_33,0.054
,,00117.284160,B6_14,0.367
,,00117.286480,B6_14,0.088
,,00117.289200,B6_14,0.042
,,00117.293200,C2_11,0.124
,,00117.303840,B6_44,0.015
,,00117.344160,B6_14,0.027
,,00117.356320,B6_14,0.029
,,00117.371360,D4_14,0.104
,,00117.376560,D4_14,0.071
,,00117.379600,D4_14,0.013
,,00117.443280,B6_14,0.02
,,00117.449120,B6_43,0.024
,,00117.453520,B6_33,0.029
,,00117.455920,B6_33,0.107
,,00117.458560,B6_33,0.018
,,00117.469680,B6_44,0.078
,,00117.475200,B6_44,0.021
,,00117.478000,B6_44,0.018
,,00117.545840,B6_14,0.031
,,00117.563840,B6_14,0.031
,,00117.651040,B6_14,0.094
,,00117.664000,B6_14,0.327
,,00117.666240,B6_14,0.087
,,00117.670400,B6_14,0.038
,,00117.672800,D4_14,0.101
,,00117.678320,D4_14,0.074
,,00117.680960,D4_14,0.017
,,00117.687600,B3_14,0.016
,,00117.690480,B6_43,0.024
,,00117.692080,C2_11,0.12
,,00117.694240,B6_33,0.03
,,00117.698960,B6_33,0.104
,,00117.709120,B6_33,0.02
,,00117.727440,B6_14,0.035
,,00117.770560,B6_44,0.024
,,00117.778560,B6_44,0.022
,,00117.831840,B1_33,0.018
,,00117.843360,B6_14,0.038
,,00117.883600,B6_14,0.027
,,00117.890960,B6_34,0.086
,,00117.904800,D1_33,0.049
,,00117.907040,D1_33,0.051
,,00117.907280,D1_34,0.041
,,00117.907440,D1_42,0.191
,,00117.907680,D1_24,0.284
,,00117.909760,D1_33,0.046
,,00117.910400,D1_34,0.029
,,00117.910720,D1_24,0.193
,,00117.910880,D1_42,0.119
,,00117.912000,D1_33,0.022
,,00117.913280,D1_42,0.106
,,00117.914000,D1_24,0.108
,,00117.914240,D1_33,0.012
,,00117.916000,D1_42,0.162
,,00117.916880,D1_31,0.017
,,00117.917120,D1_24,0.038
,,00117.918480,D1_33,0.016
,,00117.918960,D1_42,0.019
,,00117.919440,D1_24,0.024
,,00117.922240,D1_24,0.017
,,00117.924160,D4_14,0.104
,,00117.926480,D4_14,0.011
,,00117.929920,D4_14,0.086
,,00117.932560,D4_14,0.013
,,00117.943440,C4_11,0.015
,,00117.951600,B6_33,0.092
,,00117.954320,B6_34,0.358
,,00117.956320,B6_33,0.027
,,00117.957200,B6_34,0.221
,,00117.961200,B6_34,0.013
,,00117.965440,B6_43,0.02
,,00117.970160,B6_33,0.025
,,00117.972320,B6_14,0.374
,,00117.976080,B6_14,0.019
,,00117.978800,B6_14,0.031
,,00117.986320,C4_11,0.053
,,00117.990160,C4_11,0.126
,,00117.993120,C4_11,0.194
,,00117.995680,B6_33,0.021
,,00117.995760,C4_11,0.089
,,00117.998480,C4_11,0.032
,,00118.003440,D3_21,0.015
,,00118.005760,D3_33,0.017
,,00118.007440,D3_32,0.014
,,00118.020720,C4_11,0.096
,,00118.023120,C4_11,0.129
,,00118.025760,C4_11,0.093
,,00118.029120,C4_11,0.155
,,00118.029920,C4_22,0.01
,,00118.030080,C4_21,0.019
,,00118.030720,C4_12,0.015
,,00118.032880,C4_11,0.032
,,00118.035120,C4_11,0.034
,,00118.042560,C4_11,0.02
,,00118.056080,C4_11,0.028
,,00118.058880,C4_11,0.016
,,00118.067600,C4_11,0.016
,,00118.074400,C4_21,0.015
,,00118.075520,C4_31,0.015
,,00118.077600,C4_21,0.017
,,00118.077840,C4_31,0.022
,,00118.079840,C4_21,0.073
,,00118.081200,C4_31,0.021
,,00118.082160,C4_21,0.052
,,00118.082560,C4_42,0.016
,,00118.083760,C4_31,0.017
,,00118.084560,C4_21,0.081
,,00118.085680,C4_11,0.014
,,00118.087200,C4_31,0.022
,,00118.087840,C4_21,0.028
,,00118.088560,C4_42,0.01
,,00118.090080,C4_21,0.028
,,00118.093440,C4_21,0.015
,,00118.100640,B6_14,0.035
,,00118.103680,C4_21,0.026
,,00118.109920,C4_21,0.02
,,00118.113440,C4_21,0.024
,,00118.124080,C4_21,0.019
,,00118.129040,C2_11,0.128
,,00118.129680,C4_21,0.014
,,00118.134240,C4_21,0.015
,,00118.139440,C4_21,0.014
,,00118.141600,C4_31,0.016
,,00118.143760,C4_21,0.025
,,00118.148160,C4_31,0.018
,,00118.148240,C4_21,0.035
,,00118.153920,C4_21,0.019
,,00118.155200,B6_43,0.023
,,00118.157280,B6_44,0.024
,,00118.161520,C4_21,0.013
,,00118.161680,B6_44,0.191
,,00118.163120,B6_33,0.029
,,00118.169440,B6_44,0.155
,,00118.171760,B6_44,0.013
,,00118.179520,B6_14,0.028
,,00118.186240,C4_21,0.011
,,00118.190480,C4_21,0.023
,,00118.192880,C4_21,0.016
,,00118.197440,C4_21,0.028
,,00118.197440,C4_31,0.025
,,00118.198480,C4_42,0.013
,,00118.200480,C4_21,0.019
,,00118.203200,C4_21,0.059
,,00118.208960,C4_21,0.024
,,00118.211840,C4_21,0.011
,,00118.214240,B6_44,0.078
,,00118.216480,B6_44,0.014
,,00118.219120,B6_44,0.022
,,00118.225920,D4_14,0.1
,,00118.251520,C4_21,0.015
,,00118.262080,C4_21,0.028
,,00118.264320,C4_21,0.018
,,00118.266000,C4_31,0.031
,,00118.269360,C4_21,0.016
,,00118.269520,C4_31,0.021
,,00118.271760,C4_21,0.03
,,00118.271760,C4_42,0.013
,,00118.273680,C4_31,0.015
,,00118.275040,C4_21,0.025
,,00118.281680,B6_14,0.369
,,00118.284000,B6_14,0.081
,,00118.286640,B6_14,0.037
,,00118.310080,B6_33,0.039
,,00118.312960,B6_34,0.253
,,00118.315040,B6_33,0.01
,,00118.316400,B6_34,0.192
,,00118.318480,B6_33,0.04
,,00118.319520,B6_34,0.019
,,00118.320960,B6_33,0.015
,,00118.321520,B6_24,0.011
,,00118.323040,B6_34,0.129
,,00118.323360,B6_33,0.103
,,00118.325280,B6_34,0.357
,,00118.326960,B6_33,0.014
,,00118.327680,B6_34,0.012
,,00118.341280,B6_33,0.028
,,00118.343600,B6_33,0.111
,,00118.344240,B6_34,0.102
,,00118.347040,B6_33,0.009
,,00118.347040,B6_34,0.122
,,00118.354960,B6_34,0.049
,,00118.368320,B6_43,0.023
,,00118.378320,B6_33,0.029
,,00118.383200,B6_33,0.019
,,00118.430480,B6_14,0.032
,,00118.436400,B6_14,0.031
,,00118.450800,A2_21,0.063
,,00118.453200,A2_21,0.028
,,00118.519280,D1_31,0.038
,,00118.519520,D1_21,0.35
,,00118.520080,B6_43,0.022
,,00118.521840,D1_21,0.015
,,00118.525600,B6_33,0.033
,,00118.530800,C2_11,0.123
